training_completed,business_division,department,engagement_score,tenure,leadership_score,overtime,incidents,duration_elearning,time_in_title,delta_trainings_last_year,risk_of_leaving,leadership_score2,date,id
1,IB,QHA,3.0,14.0,5.951922435961593,35.0,1.0,53.0,9.0,6.0,0.5553864148734161,0.07348881378381644,2019-02-24,882
1,WM,ZEF,4.0,13.0,4.509558751671294,29.0,1.0,96.0,13.0,3.0,0.29829132461135455,-1.962335525185337,2019-02-22,883
0,AM,NAP,3.0,8.0,6.1189101690446375,38.0,1.0,117.0,21.0,5.0,0.5084460647914631,0.30918366316365176,2019-03-13,884
0,SB,GHL,3.0,10.0,5.645248308517983,72.0,1.0,153.0,22.0,5.0,0.5169752674736225,-0.35936640822562205,2019-01-19,885
1,WM,POR,3.0,8.0,4.136890720271525,49.0,1.0,86.0,16.0,6.0,0.2763229834385765,-2.4883378482767387,2019-02-06,886
1,WM,AML,3.0,12.0,6.33777018056211,56.0,2.0,91.0,11.0,5.0,0.5753858516216783,0.6180936441394796,2019-03-30,887
1,IB,HDO,3.0,7.0,7.8189485877887925,42.0,2.0,75.0,11.0,7.0,0.6624609177295477,2.7087030269397347,2019-01-28,888
1,SB,POR,3.0,14.0,6.293369794596576,30.0,1.0,69.0,12.0,4.0,0.6056613372723834,0.5554247157736534,2019-02-22,889
0,IB,HDO,3.0,10.0,5.019501806815022,35.0,2.0,137.0,11.0,6.0,0.4774697959815992,-1.2425763587163714,2019-03-25,890
1,AM,ABD,3.0,9.0,6.913243778812118,55.0,1.0,112.0,20.0,5.0,0.5801082365524683,1.430345900981331,2019-02-03,891
1,IB,AML,3.0,10.0,4.138493468697758,27.0,1.0,108.0,13.0,5.0,0.3976617568348493,-2.486075648880769,2019-01-04,892
0,IB,GLI,4.0,12.0,4.549888716631072,34.0,2.0,201.0,12.0,4.0,0.5970770825783929,-1.9054117928776368,2019-03-20,893
1,WM,ABD,3.0,9.0,4.210374601383192,45.0,1.0,124.0,18.0,5.0,0.33663638560999803,-2.3846190183322262,2019-02-17,894
1,AM,ADC,3.0,3.0,4.9619891638179245,36.0,2.0,77.0,14.0,7.0,0.23448902729039828,-1.3237525833310029,2019-03-15,895
1,AM,GHL,2.0,10.0,5.9330507425312735,50.0,1.0,88.0,10.0,4.0,0.4939475507462799,0.046852360563689466,2019-02-07,896
0,IB,POR,3.0,6.0,5.501982126425472,50.0,1.0,135.0,14.0,4.0,0.2818795808428813,-0.5615794725393088,2019-01-26,897
0,AM,AML,2.0,12.0,3.7621092858254075,60.0,2.0,140.0,9.0,5.0,0.335133570440126,-3.017323134269017,2019-03-26,898
0,AM,POR,3.0,11.0,4.335823059013426,43.0,2.0,194.0,16.0,5.0,0.5173801732452087,-2.207554782653391,2019-03-16,899
1,WM,AML,4.0,7.0,1.8391399882689716,57.0,1.0,119.0,21.0,6.0,0.16366487417040568,-5.731498304993773,2019-02-21,900
1,IB,ADC,3.0,8.0,6.3995398236211605,41.0,1.0,101.0,15.0,6.0,0.5853418843834287,0.7052784118362116,2019-03-03,901
1,WM,AML,2.0,14.0,7.4103394051038105,33.0,2.0,101.0,7.0,4.0,0.7331844807178395,2.1319715629569282,2019-01-21,902
0,WM,ZEF,4.0,13.0,4.194717099604902,45.0,2.0,157.0,10.0,5.0,0.5032105432015423,-2.4067188004848665,2019-03-06,903
0,SB,ZEF,3.0,8.0,3.1109040788912323,35.0,1.0,149.0,17.0,5.0,0.25992346930215193,-3.9364667763195693,2019-03-26,904
1,SB,ABD,3.0,11.0,6.0799369342059695,49.0,1.0,138.0,15.0,3.0,0.6830845391492191,0.2541748876952371,2019-03-30,905
1,WM,ADC,3.0,9.0,4.9173330554625,39.0,1.0,70.0,21.0,5.0,0.3307581844496334,-1.386782451084744,2019-02-01,906
1,IB,AML,4.0,10.0,6.883738182564247,36.0,1.0,149.0,11.0,3.0,0.588999739216858,1.3887002247684217,2019-03-26,907
1,AM,GLI,4.0,9.0,6.9681989966640865,58.0,1.0,104.0,11.0,4.0,0.614599902596154,1.5079124476678136,2019-01-27,908
1,WM,POR,3.0,13.0,4.2431892461558185,28.0,1.0,146.0,23.0,4.0,0.46626164326051517,-2.338302785311141,2019-01-10,909
0,AM,ABD,4.0,8.0,4.863392489007056,59.0,2.0,164.0,11.0,5.0,0.5182793481565348,-1.4629168679754532,2019-03-24,910
1,SB,GLI,3.0,16.0,5.159275539087589,26.0,0.0,3.0,15.0,4.0,0.5198714340857596,-1.0452927129838043,2019-01-27,911
1,SB,NAP,3.0,13.0,4.983540058372274,57.0,2.0,104.0,26.0,5.0,0.360134251016369,-1.2933345714674491,2019-02-11,912
1,AM,GLI,2.0,11.0,5.940441784905237,39.0,1.0,59.0,14.0,6.0,0.5942637004320728,0.057284447920818216,2019-01-13,913
1,AM,ADC,4.0,9.0,5.95587070882858,39.0,2.0,125.0,9.0,4.0,0.39163187843967256,0.07906160384158878,2019-03-19,914
1,AM,QHA,3.0,11.0,5.279430328018404,21.0,2.0,101.0,14.0,6.0,0.4718772246207724,-0.8757002264193517,2019-03-20,915
1,WM,POR,4.0,9.0,5.43864155930279,28.0,1.0,100.0,20.0,5.0,0.5185183908381742,-0.6509815211328391,2019-03-23,916
1,WM,GHL,4.0,11.0,3.307861007266883,55.0,2.0,157.0,20.0,5.0,0.39817091137020405,-3.6584719038175986,2019-01-27,917
0,AM,ADC,2.0,12.0,6.827396127404976,45.0,2.0,111.0,17.0,6.0,0.5004436603321037,1.3091762264522644,2019-01-15,918
1,WM,GLI,3.0,9.0,6.997636664412337,31.0,1.0,158.0,15.0,4.0,0.6213852023814054,1.5494622461944343,2019-03-16,919
1,WM,GHL,3.0,12.0,5.879381617501949,47.0,1.0,61.0,9.0,6.0,0.5861103373887632,-0.02889893030414603,2019-01-03,920
1,SB,QHA,3.0,12.0,5.487351196466515,46.0,1.0,69.0,13.0,5.0,0.5043783706605781,-0.5822302998144377,2019-02-08,921
1,SB,POR,3.0,13.0,6.895594611687226,48.0,1.0,55.0,10.0,4.0,0.6439301425069883,1.405434982613979,2019-01-23,922
1,SB,ZEF,3.0,14.0,2.9950185628547104,47.0,1.0,136.0,25.0,4.0,0.24565684490089768,-4.1000333973117185,2019-01-13,923
1,IB,QHA,4.0,11.0,5.94055258559386,31.0,1.0,151.0,14.0,2.0,0.5493069950237138,0.05744083756174545,2019-02-28,924
1,WM,GHL,4.0,6.0,6.812392392299316,38.0,2.0,87.0,16.0,6.0,0.5232791944172569,1.2879992033226384,2019-03-02,925
1,SB,AML,3.0,8.0,6.506351412595084,53.0,2.0,112.0,15.0,6.0,0.4502368571993078,0.8560376377412073,2019-03-03,926
1,AM,HDO,3.0,10.0,6.619527931306126,31.0,1.0,63.0,19.0,5.0,0.6057625822352255,1.0157806442389796,2019-03-04,927
0,WM,HDO,4.0,10.0,7.12042755034377,22.0,1.0,158.0,10.0,2.0,0.6578446074171036,1.722775452083833,2019-03-03,928
1,SB,GLI,4.0,13.0,5.49176318202224,54.0,1.0,68.0,10.0,3.0,0.4757190542514999,-0.5760030024446043,2019-02-21,929
1,SB,AML,3.0,8.0,5.865501073212213,39.0,2.0,82.0,23.0,6.0,0.3917784071895339,-0.04849062566569884,2019-02-01,930
1,SB,GHL,3.0,14.0,6.943876368789257,47.0,1.0,141.0,9.0,1.0,0.6595109599266669,1.4735822725846608,2019-03-17,931
0,WM,QHA,2.0,14.0,4.17896606236337,36.0,2.0,87.0,16.0,6.0,0.3031137528944847,-2.4289506032746724,2019-01-24,932
0,AM,GHL,4.0,9.0,5.6783001861835345,54.0,1.0,206.0,11.0,2.0,0.5112750757889453,-0.3127153328186103,2019-03-21,933
1,WM,QHA,3.0,11.0,6.028938142774106,39.0,1.0,112.0,8.0,4.0,0.595563081147711,0.1821926393997344,2019-03-04,934
1,IB,GHL,4.0,12.0,5.608973738737861,51.0,1.0,119.0,12.0,3.0,0.3425651198677242,-0.41056615267866214,2019-02-28,935
1,IB,NAP,4.0,15.0,6.2423387103712855,43.0,1.0,104.0,19.0,4.0,0.6437387574488683,0.48339688781225276,2019-03-18,936
1,SB,AML,3.0,11.0,5.60436825999523,40.0,1.0,101.0,16.0,5.0,0.5642289207045738,-0.4170665560228186,2019-02-13,937
1,IB,POR,4.0,11.0,6.193225015792383,36.0,1.0,60.0,16.0,5.0,0.5477231412401027,0.4140753596224873,2019-01-27,938
1,AM,QHA,3.0,7.0,5.923488080133944,47.0,1.0,57.0,11.0,6.0,0.510267140234478,0.03335513994875927,2019-02-01,939
1,AM,HDO,3.0,6.0,4.367717471569751,22.0,1.0,118.0,24.0,6.0,0.31604316024170065,-2.162537411468509,2019-03-21,940
0,WM,GHL,3.0,9.0,2.969990611978429,25.0,1.0,158.0,8.0,5.0,0.46650523268421207,-4.1353591006023755,2019-02-23,941
1,AM,ABD,4.0,13.0,6.129575762176133,44.0,1.0,65.0,13.0,3.0,0.3484514429344183,0.32423761545261587,2019-01-21,942
1,IB,QHA,4.0,9.0,2.4932609936537258,58.0,1.0,103.0,21.0,5.0,0.1318036137010401,-4.80823915898408,2019-01-20,943
1,SB,AML,3.0,10.0,5.809506260471596,40.0,1.0,54.0,17.0,5.0,0.4332511328974692,-0.127524508641933,2019-03-01,944
1,SB,QHA,2.0,14.0,8.212399991476687,38.0,1.0,99.0,9.0,5.0,0.8640122068624445,3.2640400425298886,2019-02-04,945
0,IB,ABD,2.0,11.0,6.24664174090597,38.0,2.0,126.0,19.0,5.0,0.475254160697895,0.4894704006088182,2019-03-18,946
0,SB,NAP,4.0,13.0,6.682847646729178,44.0,2.0,174.0,8.0,3.0,0.7069675138864435,1.10515326169938,2019-03-08,947
1,WM,QHA,3.0,8.0,5.155090721404336,27.0,1.0,81.0,11.0,5.0,0.43714349660758706,-1.0511993742416452,2019-01-25,948
1,IB,GHL,3.0,10.0,5.408392012267886,42.0,2.0,49.0,12.0,6.0,0.4395601927580202,-0.6936772467443382,2019-03-11,949
1,IB,NAP,3.0,9.0,6.524089138926371,55.0,1.0,102.0,18.0,5.0,0.6375214077967141,0.8810735530075952,2019-02-22,950
0,WM,NAP,3.0,10.0,4.6655137614959,33.0,1.0,188.0,16.0,3.0,0.47742132464013576,-1.7422128139418633,2019-01-03,951
1,AM,POR,3.0,6.0,6.46915473351754,61.0,2.0,156.0,18.0,4.0,0.4207229109901458,0.8035363820456657,2019-01-13,952
0,SB,ABD,3.0,11.0,5.365850071328671,37.0,2.0,141.0,12.0,5.0,0.49886143902975666,-0.7537230727273029,2019-03-28,953
1,SB,GLI,3.0,11.0,7.294128338248319,46.0,1.0,121.0,12.0,4.0,0.6964854811165836,1.9679454432349863,2019-03-06,954
0,SB,QHA,3.0,11.0,3.8030791773200114,59.0,2.0,199.0,15.0,4.0,0.3208891051039771,-2.959496177601926,2019-01-12,955
1,SB,GLI,4.0,12.0,3.901598410472829,65.0,1.0,105.0,18.0,4.0,0.4714033437172623,-2.820441197992002,2019-01-27,956
1,AM,POR,4.0,10.0,5.601405548800425,48.0,1.0,88.0,14.0,4.0,0.5008094862139946,-0.42124827497859574,2019-03-13,957
1,AM,QHA,3.0,11.0,5.296551385916155,54.0,1.0,121.0,18.0,5.0,0.5280029052297203,-0.8515347078634041,2019-03-17,958
0,AM,ADC,3.0,14.0,3.6251497616210138,41.0,1.0,171.0,20.0,3.0,0.3700437577279788,-3.210634665795917,2019-01-10,959
1,WM,ABD,4.0,11.0,5.735185329734041,46.0,1.0,69.0,11.0,4.0,0.3899252868310767,-0.23242479234867508,2019-02-19,960
1,AM,POR,4.0,11.0,6.0008320630612655,36.0,1.0,100.0,14.0,3.0,0.47630934259307756,0.14252231091350342,2019-01-05,961
0,WM,NAP,3.0,8.0,4.357339851437873,39.0,1.0,147.0,15.0,5.0,0.3437993451204487,-2.177184904243848,2019-02-25,962
1,AM,POR,3.0,11.0,8.107582519674828,45.0,1.0,73.0,14.0,5.0,0.6662514054135532,3.1160954134688525,2019-01-09,963
1,SB,NAP,3.0,6.0,6.661395179914409,38.0,1.0,55.0,14.0,6.0,0.4495017571811927,1.0748741756768254,2019-01-06,964
1,WM,ADC,3.0,9.0,6.88365086972111,43.0,1.0,112.0,16.0,5.0,0.727942175480993,1.3885769870489064,2019-02-04,965
0,WM,QHA,2.0,10.0,6.803035157891227,52.0,1.0,147.0,24.0,5.0,0.7391318952727678,1.2747919340597536,2019-01-21,966
1,AM,ABD,3.0,8.0,5.477550062649735,40.0,1.0,102.0,12.0,6.0,0.5096991661085591,-0.5960641109336582,2019-02-10,967
1,WM,NAP,3.0,7.0,5.867798978578024,45.0,1.0,112.0,15.0,6.0,0.5193197232137209,-0.04524724695108129,2019-02-02,968
1,SB,AML,4.0,10.0,6.711068436943764,29.0,2.0,81.0,10.0,5.0,0.5055112619766811,1.1449854983325882,2019-02-14,969
1,SB,AML,3.0,8.0,4.999164755097,48.0,1.0,126.0,15.0,5.0,0.5359407249289004,-1.271281092010316,2019-02-08,970
1,IB,GLI,3.0,8.0,3.961007134454056,32.0,2.0,117.0,22.0,7.0,0.2964620170817593,-2.736588749718811,2019-01-24,971
1,SB,QHA,3.0,9.0,7.739850408338777,21.0,1.0,141.0,17.0,4.0,0.734889510410401,2.5970598951510104,2019-02-15,972
0,WM,GLI,3.0,8.0,4.588812693720856,47.0,1.0,142.0,13.0,5.0,0.47808333111759277,-1.8504725422628734,2019-01-09,973
0,AM,NAP,3.0,13.0,5.227417052040746,52.0,1.0,148.0,13.0,3.0,0.5049503071508971,-0.9491143690091517,2019-03-26,974
1,AM,GHL,4.0,9.0,6.884273386320943,48.0,1.0,167.0,17.0,2.0,0.5678906377547261,1.3894556381541407,2019-01-13,975
0,SB,GLI,3.0,8.0,6.85441207595166,48.0,1.0,104.0,18.0,6.0,0.7804273904304506,1.347307889215765,2019-02-13,976
0,AM,AML,3.0,11.0,4.653845962193941,22.0,2.0,138.0,11.0,5.0,0.5104929144576832,-1.75868133021127,2019-03-08,977
1,SB,QHA,4.0,9.0,2.6739388458284203,62.0,1.0,131.0,15.0,4.0,0.3648896529609963,-4.553221389903946,2019-02-28,978
1,SB,ADC,3.0,10.0,4.659039612732711,35.0,1.0,102.0,22.0,6.0,0.40555162688431695,-1.7513507517378313,2019-03-21,979
1,SB,POR,3.0,9.0,4.835919235950042,36.0,2.0,145.0,18.0,5.0,0.4684766322135716,-1.5016939932270827,2019-03-11,980
0,SB,ZEF,4.0,11.0,5.9766440540370125,42.0,2.0,180.0,9.0,4.0,0.6939937101058612,0.10838214361789533,2019-03-17,981
1,WM,ZEF,3.0,8.0,5.7384761308105485,28.0,1.0,55.0,16.0,6.0,0.468939161210475,-0.22777999090280654,2019-03-22,982
1,SB,GHL,3.0,11.0,5.002789701566007,65.0,1.0,100.0,24.0,5.0,0.3447055693449653,-1.2661646610231518,2019-01-02,983
1,WM,QHA,4.0,10.0,4.9418796477081495,30.0,1.0,132.0,9.0,4.0,0.41947950602278217,-1.3521361614722651,2019-01-22,984
1,IB,HDO,3.0,13.0,6.714117567770137,41.0,1.0,49.0,17.0,5.0,0.6263575754697617,1.1492891942843366,2019-02-01,985
1,AM,GHL,2.0,13.0,6.053579971963338,37.0,2.0,99.0,12.0,5.0,0.5747712380344351,0.21697335120394512,2019-02-05,986
1,SB,HDO,3.0,11.0,6.884319896447577,49.0,0.0,61.0,17.0,5.0,0.7558915612571966,1.3895212848761462,2019-01-30,987
0,IB,GLI,3.0,10.0,5.525864748843938,32.0,2.0,131.0,14.0,5.0,0.411331623685953,-0.527870343193163,2019-02-03,988
1,SB,QHA,3.0,14.0,6.937227223884122,41.0,1.0,49.0,10.0,4.0,0.5958951306287564,1.464197336469975,2019-01-03,989
0,WM,GHL,2.0,11.0,6.784504493327886,18.0,2.0,130.0,8.0,6.0,0.7018527727190802,1.2486368260615373,2019-03-30,990
1,IB,NAP,4.0,13.0,6.922576885385125,31.0,1.0,153.0,9.0,1.0,0.5621884972171094,1.443519115009436,2019-02-14,991
1,WM,HDO,3.0,8.0,4.799128234274332,42.0,1.0,119.0,15.0,5.0,0.548107711023514,-1.5536226555209618,2019-02-04,992
0,WM,ABD,3.0,8.0,3.8370503683316786,26.0,1.0,170.0,17.0,4.0,0.4116191553848744,-2.9115475372981106,2019-02-05,993
1,AM,GHL,4.0,6.0,3.096706688739021,46.0,1.0,122.0,20.0,6.0,0.31696471508912477,-3.956505683799366,2019-03-12,994
0,AM,POR,3.0,1.0,5.958806294001513,54.0,2.0,134.0,7.0,7.0,0.4209699524420405,0.08320503577159655,2019-02-17,995
1,IB,HDO,4.0,9.0,5.554520715912107,41.0,2.0,75.0,13.0,5.0,0.3287668216658468,-0.4874238761547338,2019-03-01,996
0,WM,ADC,3.0,5.0,5.734953363174818,46.0,2.0,140.0,15.0,5.0,0.42813272581533934,-0.23275220156747145,2019-01-17,997
1,SB,ZEF,4.0,13.0,5.314183988303796,38.0,1.0,80.0,10.0,4.0,0.4210142034512674,-0.8266471697957869,2019-03-15,998
1,SB,QHA,4.0,7.0,1.7192242232817059,31.0,1.0,126.0,25.0,6.0,0.13881524642790313,-5.900753421193749,2019-02-11,999
1,IB,GHL,4.0,8.0,4.428450174643299,46.0,2.0,89.0,21.0,7.0,0.2990186854880782,-2.0768162327982687,2019-01-27,1000
1,IB,ZEF,3.0,7.0,5.686275929670031,37.0,1.0,101.0,15.0,5.0,0.45660071926229095,-0.3014579690288579,2019-01-13,1001
1,WM,ADC,3.0,10.0,7.792749860302189,29.0,1.0,132.0,12.0,3.0,0.8050456263352298,2.6717248309076496,2019-02-27,1002
0,IB,ZEF,3.0,7.0,5.71105101745791,41.0,1.0,123.0,17.0,6.0,0.4730968079431373,-0.26648916936479927,2019-03-10,1003
0,IB,GHL,3.0,9.0,5.812188784057699,26.0,1.0,199.0,12.0,3.0,0.618583654593883,-0.12373826050914383,2019-03-30,1004
0,IB,HDO,3.0,13.0,4.951827959171908,16.0,1.0,173.0,14.0,3.0,0.5311360803030527,-1.3380946164513015,2019-03-28,1005
1,SB,GHL,3.0,7.0,5.35826905875281,22.0,1.0,41.0,18.0,7.0,0.49587839547764506,-0.7644232935412807,2019-02-02,1006
0,IB,HDO,3.0,8.0,6.3464350063785675,34.0,1.0,135.0,11.0,4.0,0.48901620260012607,0.6303236132396455,2019-03-05,1007
0,SB,HDO,2.0,10.0,3.784900643657681,33.0,1.0,182.0,16.0,5.0,0.44076774324908613,-2.985154270411406,2019-03-04,1008
1,AM,HDO,4.0,11.0,4.553340142918895,33.0,1.0,120.0,13.0,4.0,0.32909286462083903,-1.9005402769642514,2019-01-02,1009
0,SB,QHA,4.0,13.0,6.003627992899352,63.0,2.0,147.0,11.0,3.0,0.5534294533182731,0.14646862630983648,2019-02-26,1010
1,AM,ADC,4.0,13.0,5.591593953465173,57.0,2.0,105.0,16.0,5.0,0.5484073532710151,-0.4350968520089106,2019-03-23,1011
1,WM,GHL,3.0,10.0,7.386484670286891,58.0,2.0,38.0,12.0,6.0,0.5553998644256883,2.0983017955682435,2019-03-16,1012
0,AM,POR,3.0,12.0,4.337027984169854,46.0,2.0,124.0,13.0,5.0,0.4034326344437178,-2.205854090943797,2019-03-01,1013
1,AM,GHL,3.0,13.0,6.3736615714311355,58.0,1.0,145.0,7.0,3.0,0.6518820276425722,0.6687525506874276,2019-03-18,1014
1,IB,ABD,3.0,12.0,5.102814118928993,48.0,2.0,11.0,8.0,7.0,0.3219324977890546,-1.1249851890379197,2019-01-24,1015
0,IB,AML,3.0,8.0,4.553308455410029,53.0,1.0,144.0,16.0,5.0,0.4493350295329745,-1.9005850023012072,2019-03-16,1016
1,IB,ZEF,3.0,12.0,7.220898053410471,36.0,1.0,26.0,12.0,5.0,0.5507793474731794,1.8645845517716872,2019-02-09,1017
1,WM,NAP,3.0,10.0,4.610724142350797,20.0,1.0,112.0,20.0,5.0,0.41430860416074794,-1.8195456263201324,2019-01-17,1018
1,SB,ADC,3.0,6.0,4.235776944292436,40.0,1.0,111.0,22.0,6.0,0.3323908426033021,-2.348764879376332,2019-01-16,1019
1,AM,AML,4.0,7.0,3.794949656267576,69.0,2.0,83.0,20.0,6.0,0.21085915466794194,-2.9709705907495736,2019-01-28,1020
1,SB,AML,4.0,9.0,4.765249203778124,72.0,1.0,92.0,14.0,5.0,0.4359506994165639,-1.601441215857771,2019-03-19,1021
1,IB,AML,4.0,9.0,4.825564254114147,25.0,2.0,60.0,11.0,6.0,0.2862821714916475,-1.516309533177726,2019-01-07,1022
0,AM,GLI,2.0,11.0,7.07973850904389,35.0,2.0,132.0,17.0,6.0,0.5680797737522243,1.6653449014468227,2019-02-18,1023
1,IB,POR,3.0,14.0,7.364241622629079,50.0,1.0,105.0,15.0,4.0,0.8403644780987384,2.066906844150768,2019-03-27,1024
1,SB,ADC,3.0,13.0,7.321085473004137,44.0,1.0,126.0,13.0,2.0,0.7389318902384399,2.005994093268608,2019-02-09,1025
1,SB,ADC,3.0,12.0,7.7525167116397995,59.0,1.0,107.0,11.0,4.0,0.7586301355243652,2.614937749970737,2019-02-11,1026
0,WM,ABD,4.0,11.0,5.723073803526976,40.0,2.0,131.0,8.0,4.0,0.5190265869650342,-0.24951960699421993,2019-01-12,1027
0,SB,AML,3.0,9.0,4.144555502331892,51.0,1.0,130.0,17.0,5.0,0.33835328126743364,-2.477519391017072,2019-01-19,1028
1,WM,HDO,3.0,9.0,7.0189235979698985,20.0,1.0,101.0,15.0,5.0,0.6703921504601181,1.5795076902877008,2019-01-22,1029
1,SB,ABD,4.0,10.0,6.391871674346074,15.0,1.0,110.0,6.0,4.0,0.6903004036515787,0.6944552019210574,2019-02-24,1030
0,AM,GLI,2.0,12.0,6.260973550036929,44.0,1.0,158.0,20.0,4.0,0.6867296742206771,0.5096990337670526,2019-03-03,1031
1,WM,HDO,3.0,12.0,6.4867024572949274,48.0,1.0,76.0,19.0,4.0,0.5615472726751197,0.8283041181919688,2019-03-04,1032
1,IB,HDO,3.0,13.0,5.678032680353308,41.0,1.0,100.0,21.0,5.0,0.5598122994120762,-0.31309290394434375,2019-02-27,1033
1,AM,QHA,4.0,10.0,4.68983951475555,52.0,2.0,57.0,15.0,5.0,0.2214413588893812,-1.7078782275340525,2019-03-27,1034
1,AM,ADC,3.0,13.0,6.09282645753945,41.0,2.0,68.0,6.0,5.0,0.4201141649436754,0.27236780644784797,2019-03-03,1035
1,WM,HDO,2.0,13.0,7.6037431950678815,61.0,1.0,133.0,7.0,3.0,0.8748252582203625,2.404951357960203,2019-01-16,1036
1,SB,AML,3.0,9.0,5.5829673983717365,46.0,1.0,46.0,14.0,6.0,0.42400437288636805,-0.4472728038939706,2019-03-18,1037
1,SB,GHL,3.0,15.0,6.420554187185556,27.0,1.0,88.0,10.0,3.0,0.6394866704008357,0.7349391369905561,2019-03-06,1038
1,IB,HDO,3.0,6.0,5.046386970688678,57.0,2.0,129.0,23.0,7.0,0.426415722538229,-1.204629291990206,2019-03-15,1039
0,IB,GLI,3.0,15.0,3.1163685528764313,59.0,2.0,193.0,16.0,4.0,0.3595198714007128,-3.9287539440707415,2019-01-28,1040
1,IB,GHL,4.0,9.0,3.2491407328069606,48.0,1.0,114.0,19.0,5.0,0.3274984538885197,-3.741352639958206,2019-02-08,1041
1,IB,QHA,3.0,8.0,8.693800166032855,50.0,2.0,128.0,13.0,5.0,0.7854074038867103,3.943512357882635,2019-03-14,1042
1,IB,POR,2.0,11.0,6.073424717291707,44.0,1.0,103.0,11.0,5.0,0.5934249581789001,0.24498321860435524,2019-01-18,1043
0,IB,POR,3.0,14.0,3.813896050376629,72.0,1.0,153.0,15.0,3.0,0.520858284450056,-2.9442287012504007,2019-03-24,1044
1,SB,POR,4.0,13.0,5.529206636097287,50.0,1.0,80.0,8.0,4.0,0.37746479727425436,-0.5231534361588572,2019-03-03,1045
0,WM,ADC,3.0,16.0,3.9279867184800588,39.0,2.0,214.0,11.0,4.0,0.6123946725013786,-2.78319541851873,2019-01-15,1046
0,AM,HDO,2.0,7.0,7.088022399685484,44.0,2.0,139.0,16.0,6.0,0.5610195702004547,1.6770371995635882,2019-02-27,1047
1,IB,GHL,3.0,14.0,8.147692158490761,50.0,0.0,146.0,14.0,1.0,0.876759350769004,3.1727081664229857,2019-02-04,1048
1,WM,AML,4.0,10.0,7.117973572791222,44.0,1.0,150.0,14.0,3.0,0.6924198290522365,1.719311785268606,2019-03-29,1049
1,WM,GLI,3.0,11.0,6.208804721766055,51.0,1.0,133.0,12.0,4.0,0.6196612548250455,0.43606533688039895,2019-03-26,1050
0,WM,HDO,3.0,12.0,3.9839295078433894,26.0,2.0,140.0,14.0,6.0,0.39471114666726337,-2.7042349639425796,2019-01-05,1051
1,SB,QHA,3.0,9.0,4.134337076584626,33.0,1.0,152.0,21.0,5.0,0.47625735016164955,-2.491942188865362,2019-01-14,1052
1,WM,ADC,2.0,11.0,7.32732691141749,33.0,1.0,115.0,12.0,4.0,0.7854156283028654,2.014803572022458,2019-01-17,1053
1,SB,POR,4.0,11.0,3.861042671172493,56.0,1.0,107.0,15.0,5.0,0.4577873135440047,-2.877683599510962,2019-01-19,1054
0,WM,GLI,2.0,12.0,5.445662162478705,36.0,2.0,144.0,20.0,5.0,0.49180849844122154,-0.6410722902117892,2019-03-15,1055
1,IB,NAP,3.0,9.0,4.528710603028327,50.0,1.0,104.0,14.0,5.0,0.4092406603029277,-1.9353036430368684,2019-01-13,1056
1,AM,POR,2.0,9.0,7.697020490774577,37.0,1.0,89.0,12.0,5.0,0.6204324521962966,2.5366076045373958,2019-01-03,1057
1,SB,QHA,3.0,9.0,5.529189340122156,49.0,1.0,86.0,20.0,6.0,0.42161795139808045,-0.5231778485643557,2019-02-01,1058
0,IB,GHL,3.0,11.0,5.46035915120831,71.0,2.0,128.0,24.0,5.0,0.36793592442392004,-0.6203282242794785,2019-02-20,1059
0,WM,ZEF,5.0,8.0,8.249949714137585,49.0,2.0,146.0,3.0,3.0,0.7189885094321184,3.317039601619741,2019-01-12,1060
1,IB,GLI,4.0,8.0,7.193150555874502,48.0,1.0,64.0,17.0,5.0,0.5998618041523824,1.8254203441280321,2019-03-16,1061
1,IB,ZEF,3.0,15.0,5.122330584688259,65.0,1.0,115.0,22.0,4.0,0.4728058226112024,-1.0974386718618998,2019-03-12,1062
0,AM,QHA,4.0,9.0,4.870987034124478,32.0,1.0,134.0,12.0,4.0,0.4894839760662935,-1.4521975466545933,2019-03-23,1063
1,AM,AML,4.0,12.0,5.039913722385204,46.0,1.0,146.0,21.0,4.0,0.5625145004354662,-1.213765958832235,2019-01-09,1064
1,SB,HDO,4.0,9.0,7.024137780182381,41.0,2.0,162.0,9.0,3.0,0.5873614525312576,1.5868672481936625,2019-02-07,1065
1,WM,HDO,4.0,14.0,4.778047870024807,24.0,1.0,136.0,23.0,3.0,0.5191525485309866,-1.583376537347677,2019-02-08,1066
1,AM,GHL,2.0,10.0,6.772544276409408,41.0,1.0,95.0,14.0,5.0,0.6753022113666056,1.2317555769236184,2019-03-16,1067
1,SB,HDO,3.0,11.0,4.977869737266184,36.0,1.0,41.0,16.0,5.0,0.3777051172419317,-1.3013379466517234,2019-03-30,1068
0,SB,AML,3.0,6.0,6.15034988588138,47.0,1.0,107.0,13.0,6.0,0.5081760000329326,0.35355925403831634,2019-01-25,1069
0,WM,ZEF,3.0,11.0,4.429544240497094,34.0,1.0,148.0,15.0,4.0,0.42646055707540326,-2.075272013460351,2019-02-25,1070
1,SB,GHL,3.0,11.0,7.485837614748305,42.0,1.0,163.0,12.0,3.0,0.8466936265424724,2.2385335170721867,2019-03-23,1071
1,IB,ZEF,3.0,8.0,7.821723917557407,28.0,1.0,213.0,17.0,3.0,0.8810158396406179,2.712620266366346,2019-01-07,1072
