"training_completed","business_division","department","engagement_score","tenure","leadership_score","overtime","incidents","duration_elearning","time_in_title","delta_trainings_last_year","risk_of_leaving","rating"
0,"AM","QHA",4,9,4.87098703412448,32,1,134,12,4,0.489483976066294,3
1,"AM","AML",4,12,5.0399137223852,46,1,146,21,4,0.562514500435466,3
1,"SB","HDO",4,9,7.02413778018238,41,2,162,9,3,0.587361452531258,2
1,"WM","HDO",4,14,4.77804787002481,24,1,136,23,3,0.519152548530987,2
1,"AM","GHL",2,10,6.77254427640941,41,1,95,14,5,0.675302211366606,3
1,"SB","HDO",3,11,4.97786973726618,36,1,41,16,5,0.377705117241932,1
0,"SB","AML",3,6,6.15034988588138,47,1,107,13,6,0.508176000032933,1
0,"WM","ZEF",3,11,4.42954424049709,34,1,148,15,4,0.426460557075403,2
1,"SB","GHL",3,11,7.4858376147483,42,1,163,12,3,0.846693626542472,3
1,"IB","ZEF",3,8,7.82172391755741,28,1,213,17,3,0.881015839640618,2
1,"AM","HDO",3,10,5.18995588409022,49,1,138,18,5,0.439079772305464,3
1,"AM","GHL",4,12,9.1539641867029,35,1,127,11,3,0.787655352138753,3
0,"WM","HDO",4,11,6.3187114199905,25,1,206,11,3,0.710831154264825,2
1,"IB","GLI",4,14,6.54086384043759,49,2,100,6,4,0.495592031485461,2
0,"SB","ZEF",4,9,8.56659416532609,45,2,113,5,4,0.721634526736992,2
1,"IB","AML",2,12,7.65407966356945,49,2,99,12,4,0.551940438929981,3
1,"AM","ADC",4,11,7.80679119046953,40,0,167,13,1,0.842781115582544,3
0,"SB","ZEF",4,10,5.09616154575667,33,2,159,12,4,0.398256822330071,3
1,"SB","ADC",3,9,7.91244904527055,28,2,125,8,5,0.638531290097684,2
0,"SB","GLI",3,9,5.95904142850055,52,1,119,11,5,0.525731177933432,1
0,"WM","GLI",2,12,5.99457146398589,38,2,140,19,5,0.374644731748168,2
1,"WM","NAP",3,14,5.82185052199575,34,1,118,7,3,0.409777692484109,2
0,"IB","GLI",4,10,5.53329388977732,46,2,182,9,3,0.498481867870788,1
1,"IB","POR",4,15,4.68399662610418,32,1,146,23,3,0.58550723508649,3
1,"IB","ADC",3,9,5.62293547936353,65,1,78,21,5,0.383225243199702,2
1,"AM","GHL",3,8,6.44140038404714,36,2,105,11,5,0.501652709374066,2
1,"IB","POR",4,7,5.75568022403593,19,1,72,18,5,0.402685461207073,1
1,"SB","HDO",2,13,8.17767879876076,40,1,74,18,4,0.659790250735922,3
1,"SB","ADC",3,9,6.26629027098417,50,1,97,17,6,0.603539358306662,2
1,"AM","QHA",3,9,3.89768966129462,48,1,113,19,6,0.364572779049666,2
0,"IB","AML",2,15,5.7942345151135,48,2,145,23,4,0.52866994017676,2
0,"AM","ABD",3,12,5.91269248851286,41,2,143,12,4,0.520220715256127,2
1,"AM","ZEF",3,15,5.54994828339214,41,1,89,16,4,0.570658028138699,2
1,"SB","ABD",3,12,6.63439971324692,22,2,79,22,5,0.518352042757207,1
1,"IB","QHA",3,9,7.60634617578682,46,1,111,18,5,0.718013350233363,3
1,"IB","GLI",4,10,5.74252996911541,37,1,103,13,3,0.439481045289755,3
1,"WM","NAP",3,8,4.38145570870524,50,1,75,15,6,0.377399392287793,2
0,"AM","AML",3,10,6.27028554855593,13,1,174,13,3,0.591598347037346,2
1,"WM","POR",3,12,6.2024017622146,53,2,97,12,5,0.537847119738257,1
0,"AM","HDO",2,14,3.6164159205488,27,2,187,13,5,0.524148525306342,1
0,"WM","QHA",3,14,3.63221952842198,62,1,176,21,4,0.473842239932433,3
1,"SB","GLI",4,12,4.26911871388841,19,1,91,22,5,0.374291037259416,2
1,"IB","GLI",3,9,6.53923039536878,30,1,94,18,5,0.598335037640581,3
1,"WM","HDO",4,11,5.83578481142967,59,1,68,17,5,0.456787148764921,3
1,"IB","HDO",4,8,4.22149974268545,43,1,145,18,6,0.460941809759781,3
0,"WM","GLI",2,12,4.70689738571151,54,2,154,13,5,0.438699656317176,1
1,"WM","ABD",3,9,6.6308827182047,38,1,60,16,5,0.520962624065877,1
1,"IB","GLI",3,10,5.61911262261874,19,1,95,13,5,0.532278881001332,1
1,"WM","GLI",4,11,6.66014562060864,24,2,128,5,3,0.491258640418562,2
1,"AM","ZEF",4,10,4.21849027685872,65,2,126,8,5,0.352440832895542,3
1,"AM","ADC",3,10,7.21704533655381,62,1,106,17,4,0.776866439185422,3
1,"WM","NAP",3,12,5.41179664283458,41,1,114,13,5,0.610180011919607,3
0,"WM","NAP",3,6,6.24726281322653,33,1,131,12,5,0.524193074141978,1
1,"WM","NAP",3,12,3.59078361947735,37,2,117,21,5,0.239355897324033,1
1,"SB","POR",2,8,7.09115547454925,75,1,61,16,6,0.525202606675782,2
1,"IB","GHL",3,11,6.42117322848125,27,2,87,9,5,0.532913153300891,3
1,"AM","HDO",3,7,4.49888016643481,40,1,81,13,7,0.408161820099279,2
1,"WM","QHA",4,8,4.97013777601616,53,2,124,23,6,0.447085074950502,2
1,"SB","ADC",3,14,7.3276198676472,50,1,116,11,2,0.667101619220721,1
1,"AM","AML",3,9,5.21309990882388,53,1,103,18,6,0.458587321949887,1
1,"AM","ADC",4,12,6.52295550985904,29,1,106,8,3,0.511271953168678,1
0,"WM","ZEF",2,11,3.9620693084499,39,1,165,14,5,0.525999765856447,3
1,"IB","ABD",3,8,5.88479613818012,43,1,73,14,6,0.495367256439638,3
1,"SB","POR",3,8,6.14394212895256,44,1,76,18,6,0.410568178350954,1
1,"WM","POR",4,13,5.94865046140396,59,1,144,8,1,0.538696373648197,2
1,"WM","ADC",4,11,4.61512526891743,62,1,123,25,5,0.418008851683645,2
1,"IB","ABD",4,10,6.97852470242264,54,1,106,11,4,0.635793143024132,1
1,"WM","AML",2,8,6.4971232058602,48,2,102,15,6,0.559523275540935,1
1,"AM","GHL",2,13,7.73059733255105,26,2,133,19,4,0.758161746462467,2
0,"IB","AML",3,11,4.07215264850149,57,2,137,10,5,0.335306398582895,1
1,"AM","GHL",3,8,4.75908399290784,26,1,106,15,6,0.41533606655643,3
0,"AM","ABD",3,12,5.3756154988355,70,2,144,20,4,0.455563987168876,3
1,"WM","GLI",4,11,4.32296808279583,45,1,137,18,4,0.574733943983601,2
1,"IB","GHL",3,15,4.57335851471922,46,1,133,16,3,0.576989738158169,2
1,"IB","HDO",4,12,6.77320891842823,54,1,101,11,3,0.594353046085776,3
1,"AM","GHL",4,10,6.68593909639647,46,1,139,12,4,0.651480514998559,3
0,"AM","GLI",3,11,3.47459239333731,24,1,142,14,5,0.450292250999076,3
1,"AM","ADC",3,11,5.91383884154005,36,1,122,17,4,0.656250464755899,1
0,"AM","AML",4,6,5.02471585206208,46,1,205,14,2,0.485045256139683,3
1,"AM","GLI",4,13,6.3879289948974,26,2,83,1,4,0.484038016605034,2
1,"AM","HDO",3,10,3.92059069196433,54,1,124,17,5,0.369085115813195,2
1,"WM","AML",3,13,7.46689891490373,37,1,94,8,4,0.711739740594122,3
1,"SB","ZEF",4,10,6.34273200173674,18,1,119,17,4,0.539683460283244,2
1,"AM","GHL",3,10,5.20932490521242,19,1,99,16,5,0.507977697727399,1
1,"SB","ABD",2,15,6.0847448495562,47,1,85,11,4,0.507822402304404,3
1,"IB","ZEF",3,11,7.07186768910946,26,2,92,7,6,0.651786181497295,3
1,"AM","ZEF",3,7,5.76419299593575,49,2,98,15,6,0.442250623302329,3
1,"SB","POR",3,10,4.70527169272582,51,1,99,19,5,0.380289574236018,2
1,"IB","HDO",4,13,4.7459651631447,43,1,78,15,4,0.465964386911019,2
1,"AM","HDO",2,13,7.12724427211861,27,1,100,17,4,0.759043340239671,1
1,"SB","QHA",4,10,6.1487480733887,39,2,129,7,4,0.459350131114452,1
0,"AM","ABD",2,17,4.98529430093708,30,2,157,20,5,0.449998360838166,3
1,"AM","AML",3,15,6.7842243874864,52,1,73,11,4,0.637630809726718,3
1,"SB","ADC",4,10,6.81773020271481,48,1,153,9,3,0.610661734038277,3
1,"AM","GLI",4,9,6.96198893737492,37,2,163,12,3,0.508975887807983,1
1,"SB","ZEF",2,10,6.19145346443605,35,2,137,11,5,0.520354722470284,2
1,"IB","POR",4,10,3.80349631270585,34,1,136,15,4,0.447443542028113,3
0,"SB","GHL",4,7,7.10215778083131,56,2,169,7,4,0.651788082486128,2
0,"AM","ABD",3,7,6.66647486531289,52,2,96,9,5,0.496105245619991,2
1,"SB","POR",3,13,5.03889898010642,34,1,74,8,4,0.512713487496055,1
1,"SB","GHL",4,10,5.89602740452825,33,2,123,5,3,0.444439002275771,3
1,"SB","GLI",4,14,7.16510450907549,38,1,67,15,2,0.518370253899861,2
1,"IB","NAP",3,8,7.08892970447768,31,1,118,14,5,0.74347314255448,1
1,"AM","ZEF",4,10,7.17409682467146,49,1,118,15,4,0.652483586947178,2
0,"SB","ZEF",3,8,5.48905585138878,33,2,154,14,6,0.523252320543488,3
0,"AM","ZEF",3,14,3.02382355576674,37,2,128,17,6,0.300673323885633,3
1,"WM","POR",3,14,4.9727521257396,21,1,5,12,5,0.28016004875224,3
1,"IB","QHA",4,12,4.97487618424371,26,1,84,17,4,0.433618319389872,1
1,"IB","ADC",4,8,7.51402035909282,37,1,123,17,4,0.613501567980176,3
1,"AM","GLI",3,10,6.45123571031077,41,2,72,10,6,0.534551101146093,1
1,"IB","NAP",4,7,6.20986696613991,47,0,130,20,4,0.664786494495326,1
1,"SB","GLI",3,9,5.71816975882585,57,1,128,17,5,0.565940393642517,1
1,"SB","AML",3,12,5.47110905910181,25,1,116,19,5,0.556399059288583,3
0,"AM","HDO",3,9,5.28363619472494,27,1,71,15,6,0.414885044142155,2
1,"SB","AML",4,16,6.97735946613198,22,1,57,12,2,0.571093244309452,3
0,"AM","ZEF",2,13,5.00726357735682,32,2,132,16,5,0.422249647895952,1
1,"AM","ABD",3,8,6.00995813060076,70,2,34,16,6,0.338015340736381,1
1,"AM","ABD",3,10,5.78053883423692,61,2,72,13,5,0.366686568712874,1
1,"IB","QHA",3,12,6.08981385412449,12,1,66,10,4,0.410970428499244,2
1,"AM","POR",4,15,3.97115988552363,52,1,146,22,3,0.504398758458074,3
1,"WM","GHL",4,13,4.93552135073834,60,1,96,12,4,0.572966067465594,1
1,"AM","ADC",3,10,5.67961183731724,41,1,108,13,5,0.49450389684166,1
1,"SB","ZEF",3,9,5.89994418453931,54,2,83,18,6,0.468784956009589,3
0,"SB","GLI",3,9,4.84824322392887,43,2,136,15,5,0.364718437538719,3
1,"SB","HDO",5,10,2.18255217688173,35,1,136,25,5,0.246565244670248,3
1,"WM","GLI",4,7,7.6229846426684,26,2,157,10,4,0.619688044723236,1
1,"SB","NAP",3,11,6.60412909406835,52,1,108,9,4,0.643917855095207,3
1,"SB","HDO",3,11,7.05015918223819,54,1,120,13,4,0.57414911060238,3
1,"WM","ZEF",3,12,6.73760531724175,16,1,71,18,4,0.623639986753598,1
1,"IB","AML",3,11,6.16078054403842,36,2,56,12,6,0.397205749916522,2
0,"IB","NAP",3,11,3.47643668981869,54,0,173,17,4,0.619434541898946,1
1,"IB","AML",3,14,4.56480749046379,39,2,128,24,5,0.467156768268906,3
1,"WM","GLI",4,11,5.8097661162636,64,1,150,15,3,0.456122372585612,3
1,"SB","ZEF",3,12,6.25051092988164,43,1,102,23,4,0.534221454434059,2
0,"IB","ABD",4,12,3.55253702873773,36,2,152,14,5,0.309943437158662,3
0,"IB","QHA",3,9,3.50439179308208,34,1,158,15,5,0.370386021602804,1
1,"IB","AML",4,10,2.25373065008132,31,2,143,21,5,0.19678725693001,2
1,"SB","AML",3,9,6.15412735878245,46,1,152,12,4,0.525048684972267,1
1,"SB","ZEF",3,8,4.65398458635098,34,1,96,15,6,0.374943090056525,1
1,"WM","POR",4,5,4.80736126519033,37,1,115,15,6,0.428434410420169,2
0,"SB","ADC",2,14,5.39649540101725,47,2,119,14,5,0.527052919388907,3
1,"WM","AML",3,13,8.53429363770716,39,1,76,13,4,0.769815320697627,2
1,"IB","ABD",3,14,7.15794696626222,30,1,109,14,4,0.80308247393715,3
1,"IB","GHL",3,10,5.67220922572201,47,2,82,18,6,0.463830526488221,1
1,"AM","GLI",3,8,5.37978363325077,47,1,92,23,5,0.314401465701735,2
1,"AM","ABD",4,11,4.34246167453689,64,1,146,12,4,0.629016451783369,2
0,"IB","NAP",2,12,6.83246352853474,31,2,130,19,6,0.663221447967398,3
1,"WM","GHL",4,10,7.02502946766086,36,1,154,10,3,0.692516042646433,2
1,"IB","GLI",3,8,7.58462404819346,40,1,77,15,5,0.609941222371462,1
1,"AM","GHL",3,13,5.0145990512313,47,1,130,17,5,0.553548026614509,2
0,"IB","QHA",3,11,3.38748723663213,42,2,152,13,7,0.469145835542167,2
1,"IB","NAP",2,12,5.1957266672334,49,1,61,12,7,0.559924072653674,3
1,"IB","AML",3,6,5.42402618040103,54,1,66,14,6,0.394596640035609,3
1,"AM","POR",4,10,4.52278868969103,32,2,91,8,5,0.262541988514376,3
1,"SB","POR",3,9,7.02226278567474,48,1,73,12,6,0.585855999380411,2
1,"IB","ADC",4,11,5.31989458512409,38,1,97,22,5,0.46987924676954,3
0,"AM","GHL",3,10,3.99912179708366,34,1,143,18,4,0.335878098874697,3
0,"WM","GLI",4,7,8.55355266656037,38,2,120,3,4,0.779579112792508,3
0,"SB","GLI",3,11,4.52508523461426,43,1,161,16,5,0.486683799358095,3
1,"SB","ABD",4,11,4.8238896130273,43,1,126,23,4,0.473341114041329,3
1,"SB","NAP",4,11,6.65353459577724,56,1,113,11,2,0.532272177916497,3
0,"WM","POR",3,11,4.44388908873724,27,2,161,15,5,0.385058273682555,2
1,"AM","ABD",3,8,5.49484234391968,36,1,109,11,5,0.463061537065601,1
1,"IB","ABD",3,3,6.44567883005219,50,1,26,8,7,0.377564160197947,1
1,"AM","AML",4,11,5.95701843857432,33,2,138,17,4,0.587139656458325,3
0,"WM","GHL",5,5,4.83950673610368,37,1,149,11,4,0.379262970597896,1
1,"IB","AML",4,9,4.36743690820315,39,1,105,22,6,0.466730299220578,2
0,"SB","QHA",3,14,3.85599378907104,36,2,149,16,5,0.377620992446431,1
0,"WM","HDO",3,5,7.6730261975477,55,1,113,19,6,0.663683083626866,1
1,"AM","ZEF",3,8,5.35030125721204,62,1,132,16,4,0.530204772273508,3
1,"WM","ADC",3,14,5.30022282654862,43,1,73,12,4,0.334810933273787,2
1,"AM","HDO",3,11,6.3146641189732,37,1,116,15,4,0.566158023660546,3
0,"WM","QHA",4,13,4.03555771952559,38,2,196,11,4,0.413782260623368,2
1,"WM","HDO",3,9,8.02636930340939,39,2,116,6,6,0.682484037944116,2
0,"AM","NAP",2,8,5.09654966254872,39,2,146,13,6,0.455018050066941,2
1,"WM","ABD",4,9,6.30383416812025,44,2,148,12,4,0.40456521557499,1
0,"WM","GHL",3,10,5.29254120279812,47,1,140,13,5,0.529553672727099,1
0,"WM","ABD",3,11,4.75076497222481,41,1,153,18,4,0.520196389208791,3
1,"IB","ADC",3,11,5.94971354010992,41,1,107,13,4,0.591361637269108,1
1,"IB","AML",3,11,5.97684886790229,43,2,89,19,6,0.504880678863121,2
0,"AM","ADC",2,15,4.388658030772,57,2,171,19,5,0.467766350087117,3
1,"WM","GLI",3,8,5.61799995618605,29,1,95,13,6,0.448831296822499,1
0,"WM","ZEF",2,10,6.20485175766738,24,2,148,19,6,0.583247918301046,2
1,"WM","ABD",4,9,5.07974436135736,60,1,83,17,6,0.420978371007226,1
1,"SB","POR",3,8,4.23106262403831,27,2,108,26,6,0.288704935016597,2
1,"IB","AML",3,11,3.70727916439901,44,1,132,25,5,0.355062848380319,1
0,"WM","GLI",2,11,4.857435192013,49,2,146,10,6,0.484295051354977,2
1,"WM","HDO",3,11,7.2638416823709,39,1,110,10,4,0.688076140101775,3
1,"AM","NAP",4,9,7.31280882354296,15,2,209,3,3,0.698048607530324,3
1,"WM","HDO",3,11,4.31400637668214,55,1,149,19,4,0.483813035598723,2
1,"SB","AML",3,8,6.98801311177837,34,1,123,23,5,0.724791805855192,3
1,"SB","ABD",3,10,5.09721089024815,47,1,110,20,4,0.380820448830625,2
1,"SB","ADC",3,10,5.42248539185162,63,1,79,13,5,0.407061010393091,1
1,"AM","HDO",3,9,5.13055728540281,45,1,88,20,6,0.421423594186141,2
0,"SB","ADC",3,11,4.28628861746274,46,2,142,17,5,0.405361182535685,1
1,"WM","HDO",4,11,5.81928962835921,26,1,110,7,4,0.58552693740471,2
0,"SB","NAP",2,15,4.85720632416932,29,1,148,27,4,0.462984444427787,3
1,"IB","POR",4,11,3.88500563556723,22,1,132,21,5,0.425845293283563,1
1,"SB","GHL",3,12,5.85670692805252,48,1,68,15,4,0.489364403600188,2
1,"WM","NAP",4,11,4.91238092058661,26,1,99,14,3,0.450097031102661,1
1,"WM","GLI",3,9,4.81625941307387,48,1,109,13,5,0.478883511421579,1
1,"SB","GHL",4,12,3.17209125997765,57,1,107,18,5,0.305605027325332,3
1,"WM","ABD",4,9,9.25862172579505,42,1,157,12,2,0.846903188237346,3
1,"SB","NAP",3,15,6.74285117762796,35,1,126,14,3,0.786219041385604,1
1,"WM","ADC",3,15,6.04595481512399,25,1,110,24,4,0.658669471525929,1
1,"AM","POR",3,10,5.38680963850826,55,1,107,19,5,0.491606217610964,1
0,"SB","NAP",4,9,5.20787382171737,45,2,141,11,4,0.428168780925736,2
1,"AM","ABD",3,10,7.94617481933809,26,1,136,17,3,0.748824886357111,2
1,"AM","QHA",4,5,3.15654064129401,41,1,131,20,6,0.352207253688343,3
0,"SB","QHA",2,9,5.60900123309816,42,2,156,20,6,0.432254601266367,2
1,"IB","ABD",4,12,3.52525992636885,35,1,114,18,4,0.460102787204697,2
0,"WM","POR",3,11,4.51620078721185,65,1,133,16,4,0.371442019031756,3
1,"WM","GHL",4,9,3.48413851463736,39,1,136,8,5,0.473190732287879,2
1,"AM","ABD",3,10,5.38840601589569,60,1,128,19,5,0.460654722847402,1
0,"IB","GLI",2,12,4.5940613282047,67,2,150,6,5,0.444826162100482,1
0,"WM","QHA",3,11,5.67885971848764,40,2,110,9,5,0.480706582058941,3
1,"WM","AML",3,12,4.9583605805218,63,1,99,17,5,0.530944338368202,2
1,"SB","GHL",3,14,6.19833178543495,44,2,50,8,5,0.392088105264147,3
1,"WM","GLI",4,15,4.41653266792607,58,1,138,17,3,0.560057005886538,1
1,"AM","ADC",3,6,3.98344190847345,57,1,105,19,6,0.254146000995865,2
1,"IB","ADC",3,11,4.3598286426245,56,2,98,23,6,0.25352497610351,3
1,"WM","NAP",3,10,5.45151987243174,39,1,97,10,5,0.508784066665551,2
1,"IB","GHL",4,14,4.57577172260164,34,1,117,19,4,0.579726581416576,3
1,"WM","GHL",4,13,3.03899881015893,44,1,152,22,3,0.403771497213186,2
1,"SB","GHL",3,11,5.86844621453354,26,1,52,13,5,0.503679102252577,2
1,"AM","ADC",4,10,5.35561678708783,38,1,107,11,3,0.324927838227397,1
1,"SB","ADC",3,11,6.62198245822949,64,2,80,20,6,0.525412950434797,2
0,"AM","AML",3,9,5.56526565553823,59,1,137,23,5,0.466863084786026,3
1,"IB","AML",3,7,7.56634041458108,19,1,117,17,5,0.721121304585291,3
0,"IB","ADC",3,9,5.76946400494174,43,2,134,16,6,0.463709884238073,3
1,"SB","ABD",4,10,7.63790026685925,51,1,112,13,4,0.615442711044369,3
0,"WM","ZEF",4,6,7.30106437421743,47,1,181,8,3,0.633693477548155,2
1,"IB","NAP",3,6,4.83542327143285,40,1,117,19,6,0.362570043017938,3
1,"SB","POR",4,6,4.21531248051724,45,1,85,16,6,0.250239179726352,1
1,"IB","QHA",4,8,7.54397834805015,27,1,99,11,5,0.657074857970626,1
1,"SB","GLI",4,9,3.65567736892524,28,1,91,14,5,0.338983223426576,3
1,"AM","ADC",2,11,7.88710420400099,38,1,69,18,5,0.601726589434679,3
1,"SB","GHL",4,8,6.27248327139097,53,1,104,16,4,0.451085590292105,1
1,"AM","HDO",3,9,7.10960688658595,28,2,103,8,5,0.599146088891453,2
1,"WM","QHA",3,13,7.75148916881873,59,1,168,11,1,0.729908980243632,2
1,"WM","ZEF",4,10,6.74201350986462,49,1,95,15,3,0.592710103307118,1
1,"IB","NAP",3,9,3.30381712921345,51,1,96,16,5,0.395300637357045,3
1,"IB","ADC",3,11,6.04754349647699,31,1,122,19,4,0.631873070145869,2
1,"AM","GHL",4,6,2.5501441947703,46,1,145,19,6,0.350571191404374,3
1,"WM","NAP",3,10,4.63269554427018,45,1,136,19,5,0.42119905905232,2
1,"WM","AML",4,6,6.19088773240889,43,1,143,17,5,0.624012489860657,3
0,"WM","ABD",2,14,4.30727270194094,46,2,131,20,5,0.412569786397926,3
1,"IB","ADC",2,12,6.45622701748105,24,1,75,20,5,0.584869891076748,1
0,"SB","AML",4,8,7.40275018996636,44,1,170,8,4,0.738517529553793,1
1,"IB","ABD",3,12,5.98699402723785,43,1,29,14,5,0.509888716259989,3
0,"WM","QHA",3,8,6.38868474975064,59,2,132,10,5,0.475189290873807,3
0,"IB","ZEF",3,13,3.61904868144397,39,1,181,17,4,0.419075901413757,1
1,"AM","POR",3,8,6.33742351146368,44,1,83,13,6,0.590615735711,2
1,"WM","GHL",4,9,5.11278736863734,51,2,115,14,4,0.174010647844539,2
1,"IB","ABD",3,11,6.62970142853488,23,1,113,11,4,0.655048864484039,2
1,"SB","GHL",4,10,5.83690946370371,30,1,136,8,3,0.453556520084522,2
1,"WM","POR",3,10,4.29759671805495,62,1,111,20,5,0.348270302649114,2
1,"WM","GLI",3,9,5.82935179333611,59,1,88,17,5,0.414287433230235,1
1,"WM","POR",2,8,7.54268623260723,56,2,69,17,6,0.506725493396348,1
1,"AM","GLI",3,12,6.13650980015955,50,1,52,12,4,0.486786802516204,1
1,"SB","POR",4,11,6.57325048477286,34,1,117,14,4,0.638018217098012,3
1,"WM","AML",3,5,6.176441878736,48,1,47,10,6,0.329515986591872,2
0,"SB","GLI",3,11,5.05734542991866,24,2,124,18,5,0.459697167842138,2
0,"AM","AML",3,10,5.43460935897309,35,2,147,19,5,0.438908972976119,3
1,"AM","NAP",3,10,4.73883759611723,38,1,125,15,5,0.597532029128735,2
1,"IB","NAP",3,13,7.7015174775675,58,2,80,8,5,0.766835054315016,2
1,"WM","NAP",4,14,7.63937597960494,24,1,123,13,1,0.666335320129564,3
1,"IB","POR",3,12,7.82266720408533,9,1,88,20,3,0.671836973861851,1
1,"SB","ABD",2,11,7.06823454224392,36,1,69,15,5,0.571158760941833,1
0,"AM","HDO",4,5,6.676920627948,35,2,152,7,5,0.620434444818577,1
0,"IB","POR",4,8,7.89395927482448,51,1,229,4,2,0.909794964431895,3
1,"WM","HDO",3,10,6.02634614184373,33,1,104,16,5,0.602423210382202,3
0,"IB","ZEF",2,10,5.20564083012632,45,2,133,19,6,0.368063999478732,1
0,"WM","GLI",3,11,5.47961929831419,27,1,138,15,4,0.528595034498105,3
1,"WM","HDO",4,9,5.23420361978296,37,2,101,27,6,0.372167099183002,3
1,"WM","AML",4,9,5.55204143932943,37,1,106,14,5,0.566068650119069,2
0,"WM","HDO",3,6,7.04656613512843,47,2,132,19,7,0.489004185470699,2
1,"WM","GHL",3,7,6.60798605388355,47,1,98,15,5,0.543796876512475,2
0,"AM","AML",3,11,4.76027919764782,43,2,199,13,3,0.457963853321683,1
0,"SB","NAP",2,13,4.95378882364029,29,3,64,13,8,0.404904010491162,3
1,"WM","GLI",3,19,5.03436011686338,33,1,161,16,2,0.720670435423163,1
0,"AM","POR",2,12,5.87845995593915,30,2,137,18,6,0.547197478590492,2
1,"AM","ABD",4,12,4.80668771780408,42,1,62,7,4,0.337216678501579,2
1,"AM","POR",3,15,6.15533108843644,38,1,137,1,2,0.591946035717702,1
0,"AM","NAP",3,14,4.74043522513644,34,1,141,19,4,0.474510188490269,1
1,"WM","ABD",3,14,7.50701651051816,36,2,58,12,4,0.477988787657251,1
1,"IB","POR",4,16,4.19282066177026,35,1,98,24,4,0.421345272142082,1
1,"IB","GLI",3,7,8.53116311301296,47,1,212,14,3,0.88289498042892,2
0,"IB","HDO",3,10,5.58148227824348,40,2,125,14,5,0.486556010673273,2
0,"WM","GLI",2,16,3.45378985343151,46,2,153,15,5,0.397066159468349,3
1,"AM","GLI",4,13,5.57745282565873,47,1,128,24,4,0.527316942971056,1
0,"AM","GHL",4,9,6.61067022411316,34,2,190,7,4,0.70000262555355,2
1,"WM","ADC",4,10,5.42594749172168,23,1,91,19,4,0.44876749086118,3
1,"AM","GHL",3,9,6.021851732965,45,1,127,13,5,0.586732207687059,1
1,"IB","POR",4,11,6.14895693585429,43,1,139,10,3,0.561185604202527,2
1,"AM","ZEF",3,14,7.22523584267573,41,1,108,14,2,0.602638205019994,2
1,"AM","GLI",3,5,5.40474078058102,42,1,32,12,7,0.411362165333373,2
0,"AM","ADC",4,12,5.37043317318725,60,2,139,9,5,0.544675705767877,2
1,"SB","POR",4,9,6.38149710069355,50,2,59,13,5,0.411720595073444,1
1,"WM","ADC",4,6,6.24854709252695,24,1,116,19,5,0.527749438464877,1
0,"AM","POR",3,13,7.02626053230322,71,2,205,8,3,0.753087494796807,3
1,"IB","GLI",2,12,6.96707649630238,24,2,76,7,6,0.764906120495662,3
1,"AM","AML",4,12,3.44358073473411,19,1,137,21,4,0.380757712354947,1
0,"SB","ABD",3,9,4.48881419151872,40,1,119,17,5,0.305338951342986,2
1,"SB","NAP",3,12,5.55175282382499,47,1,105,15,4,0.480600691910409,3
1,"SB","GLI",4,9,7.05911506612391,37,1,118,13,3,0.582531208151414,1
0,"SB","ADC",3,11,4.31372734122615,49,2,147,15,5,0.407464161837383,3
1,"IB","NAP",3,12,7.50550151933992,59,2,119,10,4,0.631104096709067,3
1,"IB","QHA",4,9,7.27134332118808,38,1,155,11,3,0.637375053194335,2
1,"SB","GHL",4,9,7.28529475357039,41,1,132,17,4,0.556960206705106,2
1,"IB","GLI",3,10,4.76055781316382,57,1,59,13,5,0.41644296198483,2
1,"AM","ZEF",3,10,4.74642113292589,50,1,84,15,5,0.447801362292464,3
1,"AM","AML",3,8,5.74214358167213,52,2,126,17,5,0.390548442945721,2
0,"WM","GHL",3,7,5.39892555340943,37,1,147,18,6,0.488375854828961,1
0,"IB","HDO",3,13,1.73247501784907,22,1,167,20,4,0.209716120063246,1
0,"WM","QHA",3,8,3.51774593180023,32,1,182,14,4,0.515536729689421,3
0,"WM","ABD",4,9,5.55536994837194,52,1,160,11,3,0.489417094319994,3
1,"AM","ABD",3,11,7.37110959179861,13,1,125,15,4,0.741508383122607,2
1,"AM","NAP",3,11,4.84133421967035,19,1,60,12,5,0.357287486726899,3
1,"AM","GHL",4,13,4.05898656191463,27,1,159,24,4,0.449244300053089,1
1,"WM","ABD",4,9,6.41140340319171,52,1,131,15,3,0.526609469901281,1
1,"IB","GLI",3,9,3.90307359305686,50,1,126,21,5,0.377129649244891,2
0,"IB","AML",2,15,4.55140542346834,23,2,170,14,5,0.573723007638572,1
1,"IB","GHL",4,6,6.62335769949098,36,1,92,14,5,0.489933489738672,3
1,"SB","GLI",4,10,4.47629339411641,34,2,86,15,6,0.446576643617764,3
1,"AM","GLI",3,12,5.65903823057488,54,1,74,11,5,0.412013716018529,3
1,"AM","ADC",4,10,5.274024269867,37,2,108,21,5,0.507971755344015,1
1,"IB","GHL",3,10,6.85705135258928,49,1,104,15,4,0.464915814868671,2
1,"AM","POR",4,10,6.59407065475459,44,1,145,12,3,0.689792759287258,3
0,"WM","QHA",2,10,5.31404298170617,51,2,168,15,6,0.614996995214605,1
0,"IB","QHA",3,7,6.78365340477279,27,1,60,15,5,0.414855844812742,3
1,"SB","AML",4,8,6.76434606122049,48,1,55,13,6,0.542899542596708,2
